,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff
1932,Kepler-1387 b,1602,0.749 Earths,14.58,2016,Kepler-1257 b,Kepler-1257,1,1.0,Transit,2016.0,Kepler,0.0,2.66831376,9.86e-06,-9.86e-06,0.0,0.0376,,,0.0,1.52,0.18,-0.12,0.0,0.136,0.016,-0.011,0.0,2.92,,,0,0.0092,,,0.0,M-R relationship,0.0,,,0.0,546.91,50.89,-45.8,0.0,1252,,,0.0,0,,5502.0
1933,Kepler-1388 b,1605,7.22 Earths,16.294,2016,Kepler-1258 b,Kepler-1258,1,1.0,Transit,2016.0,Kepler,0.0,0.98494017,3.18e-06,-3.18e-06,0.0,0.0201,,,0.0,0.86,0.13,-0.08,0.0,0.077,0.012,-0.007,0.0,0.566,,,0,0.00178,,,0.0,M-R relationship,0.0,,,0.0,2775.0,95.91,-92.14,0.0,2335,,,0.0,0,,5839.0
1934,Kepler-1388 c,1605,5.73 Earths,16.294,2016,Kepler-1259 b,Kepler-1259,1,1.0,Transit,2016.0,Kepler,0.0,0.66308526,8.7e-07,-8.7e-07,0.0,0.0141,,,0.0,1.43,0.07,-0.1,0.0,0.128,0.006,-0.009,0.0,2.63,,,0,0.00829,,,0.0,M-R relationship,0.0,,,0.0,2460.58,127.93,-121.41,0.0,1681,,,0.0,0,,5053.0
1935,Kepler-1388 d,1605,8.55 Earths,16.294,2016,Kepler-126 b,Kepler-126,1,3.0,Transit,2014.0,Kepler,0.0,10.495711,2.8e-05,-2.8e-05,0.0,0.099,,,0.0,1.52,0.1,-0.1,0.0,0.136,0.009,-0.009,0.0,2.92,,,0,0.0092,,,0.0,M-R relationship,0.07,0.1,-0.07,0.0,298.09,5.15,-5.07,0.0,1009,,,0.0,1,,6239.0
1936,Kepler-1388 e,1605,6.62 Earths,16.294,2016,Kepler-126 c,Kepler-126,1,3.0,Transit,2014.0,Kepler,0.0,21.869741,8.2e-05,-8.2e-05,0.0,0.162,,,0.0,1.58,0.13,-0.13,0.0,0.141,0.012,-0.012,0.0,3.12,,,0,0.00982,,,0.0,M-R relationship,0.19,0.18,-0.19,0.0,112.13,1.94,-1.91,0.0,790,,,0.0,1,,6239.0
1937,Kepler-1389 b,1700,3.78 Earths,14.684,2016,Kepler-126 d,Kepler-126,1,3.0,Transit,2014.0,Kepler,0.0,100.283134,0.000255,-0.000255,0.0,0.448,,,0.0,2.5,0.05,-0.05,0.0,0.223,0.004,-0.004,0.0,6.8,,,0,0.0214,,,0.0,M-R relationship,0.02,0.09,-0.02,0.0,14.71,0.25,-0.25,0.0,475,,,0.0,1,,6239.0
1938,Kepler-138 b,219,0.066 Earths,12.472,2014,Kepler-1260 b,Kepler-1260,1,1.0,Transit,2016.0,Kepler,0.0,19.1187753,0.0001687,-0.0001687,0.0,0.1444,,,0.0,1.77,0.51,-0.28,0.0,0.158,0.045,-0.025,0.0,3.78,,,0,0.0119,,,0.0,M-R relationship,0.0,,,0.0,171.93,15.01,-13.5,0.0,823,,,0.0,0,,5961.0
1939,Kepler-138 c,219,1.97 Earths,12.472,2014,Kepler-1261 b,Kepler-1261,1,1.0,Transit,2016.0,Kepler,0.0,48.4308991,0.0003144,-0.0003144,0.0,0.239,,,0.0,2.26,0.14,-0.14,0.0,0.202,0.012,-0.012,0.0,5.73,,,0,0.018,,,0.0,M-R relationship,0.0,,,0.0,4.74,0.3,-0.28,0.0,396,,,0.0,0,,5006.0
1940,Kepler-138 d,219,0.64 Earths,12.472,2014,Kepler-1262 b,Kepler-1262,1,1.0,Transit,2016.0,Kepler,0.0,8.67900242,3.79e-05,-3.79e-05,0.0,0.083,,,0.0,1.82,0.32,-0.17,0.0,0.162,0.029,-0.015,0.0,3.97,,,0,0.0125,,,0.0,M-R relationship,0.0,,,0.0,142.54,9.88,-9.14,0.0,949,,,0.0,0,,5771.0
1941,Kepler-1390 b,2479,1.76 Earths,14.402,2016,Kepler-1263 b,Kepler-1263,1,1.0,Transit,2016.0,Kepler,0.0,4.55139967,2.128e-05,-2.128e-05,0.0,0.0499,,,0.0,1.14,0.28,-0.12,0.0,0.102,0.025,-0.011,0.0,1.55,,,0,0.00489,,,0.0,M-R relationship,0.0,,,0.0,144.81,5.5,-5.28,0.0,907,,,0.0,0,,5213.0
1942,Kepler-1391 b,2352,3.46 Earths,13.828,2016,Kepler-1264 b,Kepler-1264,1,1.0,Transit,2016.0,Kepler,0.0,0.96852602,2.33e-06,-2.33e-06,0.0,0.0191,,,0.0,1.18,0.22,-0.12,0.0,0.105,0.02,-0.011,0.0,1.76,,,0,0.00553,,,0.0,M-R relationship,0.0,,,0.0,2367.8,166.02,-152.94,0.0,1677,,,0.0,0,,5791.0
1943,Kepler-1392 b,3644,4.5 Earths,15.666,2016,Kepler-1265 b,Kepler-1265,1,1.0,Transit,2016.0,Kepler,0.0,6.49441289,2.951e-05,-2.951e-05,0.0,0.0612,,,0.0,1.35,0.07,-0.13,0.0,0.12,0.006,-0.012,0.0,2.39,,,0,0.00752,,,0.0,M-R relationship,0.0,,,0.0,58.15,2.84,-2.69,0.0,732,,,0.0,0,,4630.0
1944,Kepler-1393 b,1507,0.437 Earths,13.332,2016,Kepler-1266 b,Kepler-1266,1,1.0,Transit,2016.0,Kepler,0.0,28.474748,0.0002045,-0.0002045,0.0,0.1689,,,0.0,2.58,0.13,-0.46,0.0,0.23,0.012,-0.041,0.0,7.18,,,0,0.0226,,,0.0,M-R relationship,0.0,,,0.0,10.31,0.78,-0.72,0.0,489,,,0.0,0,,5044.0
1945,Kepler-1394 b,2675,2.51 Earths,11.714,2016,Kepler-1267 b,Kepler-1267,1,1.0,Transit,2016.0,Kepler,0.0,13.0313945,0.0001104,-0.0001104,0.0,0.1057,,,0.0,3.01,0.95,-0.45,0.0,0.269,0.085,-0.04,0.0,9.32,,,0,0.0293,,,0.0,M-R relationship,0.0,,,0.0,86.47,8.78,-7.79,0.0,774,,,0.0,0,,6096.0
1946,Kepler-1395 b,1654,0.437 Earths,12.536,2016,Kepler-1268 b,Kepler-1268,1,1.0,Transit,2016.0,Kepler,0.0,40.9903986,0.0004806,-0.0004806,0.0,0.2383,,,0.0,2.03,0.67,-0.23,0.0,0.181,0.06,-0.021,0.0,4.78,,,0,0.015,,,0.0,M-R relationship,0.0,,,0.0,40.65,4.28,-3.78,0.0,627,,,0.0,0,,5904.0
1947,Kepler-1396 b,4032,4.94 Earths,14.527,2016,Kepler-1269 b,Kepler-1269,1,1.0,Transit,2016.0,Kepler,0.0,37.3331536,0.000321,-0.000321,0.0,0.226,,,0.0,1.63,0.46,-0.18,0.0,0.145,0.041,-0.016,0.0,3.29,,,0,0.0104,,,0.0,M-R relationship,0.0,,,0.0,69.0,2.92,-2.79,0.0,657,,,0.0,0,,5998.0
1948,Kepler-1397 b,2512,3.61 Earths,14.091,2016,Kepler-127 b,Kepler-127,1,3.0,Transit,2014.0,Kepler,0.0,14.435889,6.3e-05,-6.3e-05,0.0,0.125,,,0.0,1.4,0.05,-0.05,0.0,0.125,0.004,-0.004,0.0,2.54,,,0,0.008,,,0.0,M-R relationship,0.47,0.06,-0.39,0.0,159.16,3.69,-3.61,0.0,884,,,0.0,0,,6106.0
1949,Kepler-1398 b,2587,0.666 Earths,13.66,2016,Kepler-127 c,Kepler-127,1,3.0,Transit,2014.0,Kepler,0.0,29.393195,7.3e-05,-7.3e-05,0.0,0.2,,,0.0,2.66,0.14,-0.14,0.0,0.237,0.012,-0.012,0.0,7.56,,,0,0.0238,,,0.0,M-R relationship,0.03,0.14,-0.03,0.0,61.69,1.43,-1.4,0.0,698,,,0.0,1,,6106.0
1950,Kepler-1398 c,2587,1.08 Earths,13.66,2016,Kepler-127 d,Kepler-127,1,3.0,Transit,2014.0,Kepler,0.0,48.630408,0.000128,-0.000128,0.0,0.28,,,0.0,2.64,0.14,-0.14,0.0,0.236,0.012,-0.012,0.0,7.46,,,0,0.0235,,,0.0,M-R relationship,0.03,0.28,-0.03,0.0,31.52,0.73,-0.72,0.0,590,,,0.0,0,,6106.0
1951,Kepler-1399 b,4097,2.1 Earths,15.507,2016,Kepler-1270 b,Kepler-1270,1,1.0,Transit,2016.0,Kepler,0.0,6.03356196,6.551e-05,-6.551e-05,0.0,0.0663,,,0.0,3.32,0.3,-0.65,0.0,0.296,0.027,-0.058,0.0,11.0,,,0,0.0346,,,0.0,M-R relationship,0.0,,,0.0,1217.39,42.34,-40.93,0.0,1598,,,0.0,0,,5047.0
1952,Kepler-139 b,1290,8.96 Earths,12.677,2014,Kepler-1271 b,Kepler-1271,1,1.0,Transit,2016.0,Kepler,0.0,3.0255955,1.16e-05,-1.16e-05,0.0,0.0418,,,0.0,1.48,0.23,-0.16,0.0,0.132,0.021,-0.014,0.0,2.79,,,0,0.00879,,,0.0,M-R relationship,0.0,,,0.0,975.18,49.17,-46.5,0.0,1484,,,0.0,0,,6143.0
1953,Kepler-139 c,1290,11.4 Earths,12.677,2014,Kepler-1272 b,Kepler-1272,1,1.0,Transit,2016.0,Kepler,0.0,51.1309704,0.0004514,-0.0004514,0.0,0.2705,,,0.0,2.37,0.7,-0.32,0.0,0.211,0.062,-0.029,0.0,6.21,,,0,0.0195,,,0.0,M-R relationship,0.0,,,0.0,34.43,2.26,-2.1,0.0,542,,,0.0,0,,5926.0
1954,Kepler-1400 b,2867,3.26 Earths,15.713,2016,Kepler-1273 b,Kepler-1273,1,1.0,Transit,2016.0,Kepler,0.0,28.625653,0.0002174,-0.0002174,0.0,0.1857,,,0.0,2.49,0.33,-0.19,0.0,0.222,0.029,-0.017,0.0,6.76,,,0,0.0213,,,0.0,M-R relationship,0.0,,,0.0,14.88,1.58,-1.4,0.0,573,,,0.0,0,,5566.0
1955,Kepler-1401 b,4051,3.46 Earths,14.972,2016,Kepler-1274 b,Kepler-1274,1,1.0,Transit,2016.0,Kepler,0.0,6.98152703,6.708e-05,-6.708e-05,0.0,0.0806,,,0.0,1.42,0.1,-0.1,0.0,0.127,0.009,-0.009,0.0,2.6,,,0,0.00819,,,0.0,M-R relationship,0.0,,,0.0,975.81,38.78,-37.18,0.0,1384,,,0.0,0,,6179.0
1956,Kepler-1402 b,2221,0.363 Earths,14.608,2016,Kepler-1275 b,Kepler-1275,1,1.0,Transit,2016.0,Kepler,0.0,3.65691115,1.583e-05,-1.583e-05,0.0,0.0488,,,0.0,1.48,0.65,-0.27,0.0,0.132,0.058,-0.024,0.0,2.79,,,0,0.00879,,,0.0,M-R relationship,0.0,,,0.0,822.48,46.96,-44.02,0.0,1368,,,0.0,0,,6296.0
1957,Kepler-1403 b,5875,5.22 Earths,15.591,2016,Kepler-1276 b,Kepler-1276,1,1.0,Transit,2016.0,Kepler,0.0,12.5720095,0.0001098,-0.0001098,0.0,0.1072,,,0.0,1.19,0.2,-0.11,0.0,0.106,0.018,-0.01,0.0,1.81,,,0,0.0057,,,0.0,M-R relationship,0.0,,,0.0,139.77,4.46,-4.33,0.0,886,,,0.0,0,,6188.0
1958,Kepler-1404 b,3086,4.7 Earths,15.703,2016,Kepler-1277 b,Kepler-1277,1,1.0,Transit,2016.0,Kepler,0.0,40.8365012,0.0004586,-0.0004586,0.0,0.2237,,,0.0,1.6,0.29,-0.11,0.0,0.143,0.026,-0.01,0.0,3.19,,,0,0.01,,,0.0,M-R relationship,0.0,,,0.0,12.11,0.37,-0.35,0.0,496,,,0.0,0,,5578.0
1959,Kepler-1405 b,5236,14.9 Earths,15.818,2016,Kepler-1278 b,Kepler-1278,1,1.0,Transit,2016.0,Kepler,0.0,3.23941344,1.696e-05,-1.696e-05,0.0,0.0419,,,0.0,1.01,0.31,-0.12,0.0,0.09,0.028,-0.011,0.0,1.01,,,0,0.00317,,,0.0,M-R relationship,0.0,,,0.0,1314.67,55.74,-53.24,0.0,1213,,,0.0,0,,6074.0
1960,Kepler-1406 b,1915,1.37 Earths,13.382,2016,Kepler-1279 b,Kepler-1279,1,1.0,Transit,2016.0,Kepler,0.0,23.4774101,0.0002445,-0.0002445,0.0,0.1633,,,0.0,1.75,0.88,-0.27,0.0,0.156,0.079,-0.024,0.0,3.71,,,0,0.0117,,,0.0,M-R relationship,0.0,,,0.0,190.85,10.13,-9.55,0.0,738,,,0.0,0,,6221.0
1961,Kepler-1407 b,4159,5.69 Earths,14.892,2016,Kepler-128 b,Kepler-128,1,2.0,Transit,2013.0,Kepler,0.0,15.09,,,0.0,0.1231,,,0.0,1.43,0.09,-0.09,0.0,0.128,0.008,-0.008,0.0,0.77,0.48,-0.25,0,0.00242,0.00151,-0.00079,0.0,Mass,0.0,,,0.0,227.4,5.06,-4.96,0.0,968,,,0.0,1,,6136.0
1962,Kepler-1408 b,1390,0.64 Earths,11.962,2016,Kepler-128 c,Kepler-128,1,2.0,Transit,2013.0,Kepler,0.0,22.804,,,0.0,0.1622,,,0.0,1.34,0.08,-0.08,0.0,0.12,0.007,-0.007,0.0,0.9,0.58,-0.29,0,0.00283,0.00182,-0.00091,0.0,Mass,0.0,,,0.0,130.98,2.92,-2.85,0.0,843,,,0.0,1,,6136.0
1963,Kepler-1409 b,2355,1.12 Earths,15.172,2016,Kepler-1280 b,Kepler-1280,1,1.0,Transit,2016.0,Kepler,0.0,66.5579057,0.0007705,-0.0007705,0.0,0.38,,,0.0,1.87,0.83,-0.29,0.0,0.167,0.074,-0.026,0.0,4.16,,,0,0.0131,,,0.0,M-R relationship,0.0,,,0.0,35.29,1.83,-1.73,0.0,757,,,0.0,0,,6227.0
1964,Kepler-140 b,1937,3.22 Earths,12.941,2014,Kepler-1281 b,Kepler-1281,1,1.0,Transit,2016.0,Kepler,0.0,3.11602791,1.3e-05,-1.3e-05,0.0,0.0415,,,0.0,1.64,0.13,-0.14,0.0,0.146,0.012,-0.012,0.0,3.33,,,0,0.0105,,,0.0,M-R relationship,0.0,,,0.0,375.55,315.68,-92.68,0.0,1123,,,0.0,0,,5353.0
1965,Kepler-140 c,1937,3.89 Earths,12.941,2014,Kepler-1282 b,Kepler-1282,1,1.0,Transit,2016.0,Kepler,0.0,2.13194651,6.87e-06,-6.87e-06,0.0,0.0335,,,0.0,1.55,0.21,-0.11,0.0,0.138,0.019,-0.01,0.0,3.02,,,0,0.00951,,,0.0,M-R relationship,0.0,,,0.0,672.53,50.73,-46.42,0.0,1418,,,0.0,0,,5504.0
1966,Kepler-1410 b,1197,3.82 Earths,15.948,2016,Kepler-1283 b,Kepler-1283,1,1.0,Transit,2016.0,Kepler,0.0,12.9460978,0.0002185,-0.0002185,0.0,0.1062,,,0.0,1.91,0.79,-0.31,0.0,0.17,0.07,-0.028,0.0,4.31,,,0,0.0136,,,0.0,M-R relationship,0.0,,,0.0,80.34,59.91,-22.05,0.0,764,,,0.0,0,,6175.0
1967,Kepler-1411 b,4668,8.35 Earths,15.771,2016,Kepler-1284 b,Kepler-1284,1,1.0,Transit,2016.0,Kepler,0.0,0.66407381,1.48e-06,-1.48e-06,0.0,0.0143,,,0.0,1.21,0.1,-0.07,0.0,0.108,0.009,-0.006,0.0,1.92,,,0,0.00606,,,0.0,M-R relationship,0.0,,,0.0,2190.08,139.02,-129.46,0.0,1703,,,0.0,0,,5123.0
1968,Kepler-1412 b,2084,0.498 Earths,13.193,2016,Kepler-1285 b,Kepler-1285,1,1.0,Transit,2016.0,Kepler,0.0,14.7967458,0.0001134,-0.0001134,0.0,0.1268,,,0.0,0.97,0.1,-0.08,0.0,0.087,0.009,-0.007,0.0,0.871,,,0,0.00274,,,0.0,M-R relationship,0.0,,,0.0,181.59,3.42,-3.37,0.0,874,,,0.0,0,,6170.0
1969,Kepler-1413 b,3790,3.97 Earths,16.285,2016,Kepler-1286 b,Kepler-1286,1,1.0,Transit,2016.0,Kepler,0.0,11.25402929,6.812e-05,-6.812e-05,0.0,0.0991,,,0.0,2.15,0.45,-0.18,0.0,0.192,0.04,-0.016,0.0,5.27,,,0,0.0166,,,0.0,M-R relationship,0.0,,,0.0,151.77,11.71,-10.71,0.0,888,,,0.0,0,,5753.0
1970,Kepler-1414 b,1742,2.04 Earths,14.861,2016,Kepler-1287 b,Kepler-1287,1,1.0,Transit,2016.0,Kepler,0.0,11.47685909,6.466e-05,-6.466e-05,0.0,0.0976,,,0.0,1.54,0.22,-0.13,0.0,0.137,0.02,-0.012,0.0,2.99,,,0,0.0094,,,0.0,M-R relationship,0.0,,,0.0,78.16,5.15,-4.79,0.0,796,,,0.0,0,,5715.0
1971,Kepler-1415 b,3477,2.21 Earths,15.721,2016,Kepler-1288 b,Kepler-1288,1,1.0,Transit,2016.0,Kepler,0.0,2.76122421,1.477e-05,-1.477e-05,0.0,0.0435,,,0.0,1.12,0.47,-0.16,0.0,0.1,0.042,-0.014,0.0,1.46,,,0,0.00459,,,0.0,M-R relationship,0.0,,,0.0,3906.36,2880.81,-2913.18,0.0,2017,,,0.0,0,,6132.0
1972,Kepler-1416 b,2632,0.615 Earths,14.226,2016,Kepler-1289 b,Kepler-1289,1,1.0,Transit,2016.0,Kepler,0.0,7.99019627,5.083e-05,-5.083e-05,0.0,0.0785,,,0.0,1.52,0.49,-0.24,0.0,0.136,0.044,-0.021,0.0,2.92,,,0,0.0092,,,0.0,M-R relationship,0.0,,,0.0,223.44,10.98,-10.41,0.0,1113,,,0.0,0,,6080.0
1973,Kepler-1417 b,2140,0.972 Earths,13.858,2016,Kepler-129 b,Kepler-129,1,3.0,Transit,2014.0,Kepler,0.0,15.79,,,0.0,0.13,,,0.0,2.4,0.04,-0.04,0.0,0.214,0.004,-0.004,0.0,20.0,,,1,0.06293,,,1.0,Msini,0.01,0.24,-0.01,0.0,158.31,4.39,-4.27,0.0,910,,,0.0,0,G4 V,5770.0
1974,Kepler-1418 b,1628,3.39 Earths,15.281,2016,Kepler-129 c,Kepler-129,1,3.0,Transit,2014.0,Kepler,0.0,82.2,,,0.0,0.39,,,0.0,2.52,0.07,-0.07,0.0,0.225,0.006,-0.006,0.0,43.0,13.0,-12.0,0,0.13529,0.0409,-0.03776,0.0,Mass,0.2,0.15,-0.2,0.0,17.55,0.49,-0.47,0.0,525,,,0.0,0,G4 V,5770.0
1975,Kepler-1419 b,4710,8.55 Earths,15.718,2016,Kepler-129 d,Kepler-129,1,3.0,Radial Velocity,2021.0,W. M. Keck Observatory,0.0,2646.0,140.0,-94.0,0.0,4.0,0.1,-0.1,0.0,12.6,,,0.0,1.12,,,0.0,2637.97578,349.61125,-222.47988,0,8.3,1.1,-0.7,0.0,Msini,0.15,0.07,-0.05,0.0,,,,,,,,,0,G4 V,5770.0
1976,Kepler-141 b,991,0.257 Earths,13.421,2014,Kepler-1290 b,Kepler-1290,1,1.0,Transit,2016.0,Kepler,0.0,4.69500134,4.206e-05,-4.206e-05,0.0,0.0557,,,0.0,1.42,0.21,-0.13,0.0,0.127,0.019,-0.012,0.0,2.6,,,0,0.00819,,,0.0,M-R relationship,0.0,,,0.0,443.22,57.86,-49.58,0.0,1098,,,0.0,0,,5660.0
1977,Kepler-141 c,991,2.57 Earths,13.421,2014,Kepler-1291 b,Kepler-1291,1,1.0,Transit,2016.0,Kepler,0.0,8.63043276,6.731e-05,-6.731e-05,0.0,0.0779,,,0.0,1.66,0.1,-0.18,0.0,0.148,0.009,-0.016,0.0,3.39,,,0,0.0107,,,0.0,M-R relationship,0.0,,,0.0,62.82,5.03,-4.62,0.0,739,,,0.0,0,,5216.0
1978,Kepler-1420 b,3011,2.18 Earths,15.849,2016,Kepler-1292 b,Kepler-1292,1,1.0,Transit,2016.0,Kepler,0.0,3.27646405,1.548e-05,-1.548e-05,0.0,0.0443,,,0.0,1.82,0.29,-0.14,0.0,0.162,0.026,-0.012,0.0,3.97,,,0,0.0125,,,0.0,M-R relationship,0.0,,,0.0,521.1,83.85,-69.95,0.0,1195,,,0.0,0,,5556.0
1979,Kepler-1421 b,2202,0.749 Earths,12.726,2016,Kepler-1293 b,Kepler-1293,1,1.0,Transit,2016.0,Kepler,0.0,5.57654784,4.024e-05,-4.024e-05,0.0,0.0659,,,0.0,0.97,0.42,-0.15,0.0,0.087,0.037,-0.013,0.0,0.871,,,0,0.00274,,,0.0,M-R relationship,0.0,,,0.0,929.12,33.95,-32.68,0.0,1183,,,0.0,0,,6241.0
1980,Kepler-1422 b,6788,4.74 Earths,15.619,2016,Kepler-1294 b,Kepler-1294,1,1.0,Transit,2016.0,Kepler,0.0,115.6862258,0.0008445,-0.0008445,0.0,0.4684,,,0.0,3.19,0.54,-0.31,0.0,0.285,0.048,-0.028,0.0,10.3,,,0,0.0324,,,0.0,M-R relationship,0.0,,,0.0,12.36,1.37,-1.19,0.0,401,,,0.0,0,,5776.0
1981,Kepler-1423 b,1465,1.2 Earths,14.558,2016,Kepler-1295 b,Kepler-1295,1,1.0,Transit,2016.0,Kepler,0.0,3.81371974,2.278e-05,-2.278e-05,0.0,0.0464,,,0.0,1.55,0.2,-0.12,0.0,0.138,0.018,-0.011,0.0,3.02,,,0,0.00951,,,0.0,M-R relationship,0.0,,,0.0,279.94,31.23,-27.45,0.0,1029,,,0.0,0,,5486.0
1982,Kepler-1424 b,2022,1.65 Earths,13.592,2016,Kepler-1296 b,Kepler-1296,1,1.0,Transit,2016.0,Kepler,0.0,8.3839865,8.648e-05,-8.648e-05,0.0,0.0896,,,0.0,0.91,0.09,-0.06,0.0,0.081,0.008,-0.005,0.0,0.693,,,0,0.00218,,,0.0,M-R relationship,0.0,,,0.0,399.01,33.42,-30.21,0.0,1285,,,0.0,0,,5359.0
1983,Kepler-1425 b,1628,0.779 Earths,13.563,2016,Kepler-1297 b,Kepler-1297,1,1.0,Transit,2016.0,Kepler,0.0,1.68189002,1.032e-05,-1.032e-05,0.0,0.0283,,,0.0,0.97,0.16,-0.09,0.0,0.087,0.014,-0.008,0.0,0.871,,,0,0.00274,,,0.0,M-R relationship,0.0,,,0.0,2760.59,183.07,-169.41,0.0,1790,,,0.0,0,,5818.0
1984,Kepler-1426 b,3950,3.05 Earths,15.166,2016,Kepler-1298 b,Kepler-1298,1,1.0,Transit,2016.0,Kepler,0.0,7.12811928,4.863e-05,-4.863e-05,0.0,0.082,,,0.0,1.31,0.23,-0.23,0.0,0.117,0.021,-0.021,0.0,2.27,,,0,0.00714,,,0.0,M-R relationship,0.0,,,0.0,1003.03,30.13,-29.22,0.0,1373,,,0.0,0,,6339.0
1985,Kepler-1427 b,3980,1.37 Earths,15.482,2016,Kepler-1299 b,Kepler-1299,1,1.0,Transit,2016.0,Kepler,0.0,19.9400874,0.0001457,-0.0001457,0.0,0.1357,,,0.0,2.98,0.66,-0.42,0.0,0.266,0.059,-0.037,0.0,9.17,,,0,0.0288,,,0.0,M-R relationship,0.0,,,0.0,45.15,6.16,-5.24,0.0,588,,,0.0,0,,5609.0
1986,Kepler-1428 b,2616,3.33 Earths,13.523,2016,Kepler-130 b,Kepler-130,2,3.0,Transit,2014.0,Kepler,0.0,8.457458,3.9e-05,-3.9e-05,0.0,0.079,,,0.0,1.02,0.04,-0.04,0.0,0.091,0.004,-0.004,0.0,1.04,,,0,0.00328,,,0.0,M-R relationship,0.15,0.14,-0.15,0.0,221.73,5.26,-5.16,0.0,982,,,0.0,1,,5884.0
1987,Kepler-1429 b,3771,2.21 Earths,14.832,2016,Kepler-130 c,Kepler-130,2,3.0,Transit,2014.0,Kepler,0.0,27.50868,6e-05,-7e-05,0.0,0.178,0.005,-0.005,0.0,2.9,0.25,-0.25,0.0,0.259,0.022,-0.022,0.0,8.75,,,0,0.0275,,,0.0,M-R relationship,0.0,0.07,0.0,0.0,46.01,1.09,-1.07,0.0,683,29.0,-29.0,0.0,1,,5879.0
1988,Kepler-142 b,1819,4.62 Earths,13.197,2014,Kepler-130 d,Kepler-130,2,3.0,Transit,2014.0,Kepler,0.0,87.517905,0.000744,-0.000744,0.0,0.377,,,0.0,1.64,0.16,-0.16,0.0,0.146,0.014,-0.014,0.0,3.33,,,0,0.0105,,,0.0,M-R relationship,0.8,0.09,-0.4,0.0,9.83,0.23,-0.23,0.0,451,,,0.0,0,,5884.0
1989,Kepler-142 c,1819,8.55 Earths,13.197,2014,Kepler-1300 b,Kepler-1300,1,1.0,Transit,2016.0,Kepler,0.0,22.2419092,0.0002454,-0.0002454,0.0,0.1655,,,0.0,1.37,0.3,-0.31,0.0,0.122,0.027,-0.028,0.0,2.45,,,0,0.00771,,,0.0,M-R relationship,0.0,,,0.0,149.41,6.22,-5.94,0.0,954,,,0.0,0,,6130.0
1990,Kepler-142 d,1819,5.31 Earths,13.197,2014,Kepler-1301 b,Kepler-1301,1,1.0,Transit,2016.0,Kepler,0.0,9.08237046,4.331e-05,-4.331e-05,0.0,0.0815,,,0.0,1.4,0.13,-0.08,0.0,0.125,0.012,-0.007,0.0,2.54,,,0,0.008,,,0.0,M-R relationship,0.0,,,0.0,76.14,4.61,-4.3,0.0,734,,,0.0,0,,5188.0
1991,Kepler-1430 b,1765,1.76 Earths,15.282,2016,Kepler-1302 b,Kepler-1302,1,1.0,Transit,2016.0,Kepler,0.0,8.83922659,5.866e-05,-5.866e-05,0.0,0.0795,,,0.0,1.43,0.15,-0.09,0.0,0.128,0.013,-0.008,0.0,2.63,,,0,0.00829,,,0.0,M-R relationship,0.0,,,0.0,58.34,2.19,-2.1,0.0,778,,,0.0,0,,5236.0
1992,Kepler-1431 b,4143,2.76 Earths,15.271,2016,Kepler-1303 b,Kepler-1303,1,1.0,Transit,2016.0,Kepler,0.0,7.56127224,4.12e-05,-4.12e-05,0.0,0.0751,,,0.0,1.42,0.35,-0.14,0.0,0.127,0.031,-0.012,0.0,2.6,,,0,0.00819,,,0.0,M-R relationship,0.0,,,0.0,182.38,10.74,-10.08,0.0,891,,,0.0,0,,5771.0
1993,Kepler-1432 b,5063,5.56 Earths,15.37,2016,Kepler-1304 b,Kepler-1304,1,1.0,Transit,2016.0,Kepler,0.0,16.1288853,0.0001191,-0.0001191,0.0,0.1202,,,0.0,2.29,0.19,-0.53,0.0,0.204,0.017,-0.047,0.0,5.86,,,0,0.0184,,,0.0,M-R relationship,0.0,,,0.0,61.87,34.02,-21.74,0.0,715,,,0.0,0,,5259.0
1994,Kepler-1433 b,4332,3.05 Earths,14.826,2016,Kepler-1305 b,Kepler-1305,1,1.0,Transit,2016.0,Kepler,0.0,13.5630972,0.0001385,-0.0001385,0.0,0.1109,,,0.0,1.88,0.35,-0.19,0.0,0.168,0.031,-0.017,0.0,4.19,,,0,0.0132,,,0.0,M-R relationship,0.0,,,0.0,103.51,13.42,-11.58,0.0,733,,,0.0,0,,5701.0
1995,Kepler-1434 b,2218,1.41 Earths,12.042,2016,Kepler-1306 b,Kepler-1306,1,1.0,Transit,2016.0,Kepler,0.0,16.29595382,7.404e-05,-7.404e-05,0.0,0.123,,,0.0,1.91,0.45,-0.18,0.0,0.17,0.04,-0.016,0.0,4.31,,,0,0.0136,,,0.0,M-R relationship,0.0,,,0.0,52.15,3.67,-3.4,0.0,678,,,0.0,0,,5727.0
