,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff
446,HD 114386 b,91,1.14 Jupiters,8.73,2003,HD 108147 b,HD 108147,1,1.0,Radial Velocity,2002.0,La Silla Observatory,0.0,10.8985,0.0045,-0.0045,0.0,0.102,0.0059,-0.0059,0.0,10.9,,,0.0,0.973,,,0.0,82.95,12.713,-12.713,0,0.261,0.04,-0.04,0.0,Msini,0.53,0.12,-0.12,0.0,,,,,890,,,0.0,0,F8 V CH+0.4,6255.73
447,HD 114613 b,66,0.357 Jupiters,4.85,2014,HD 108236 b,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,3.795963,2.5e-05,-3.4e-05,0.0,0.04527,0.00096,-0.00088,0.0,1.615,0.051,-0.051,0.0,0.144,0.005,-0.005,0.0,3.24,,,0,0.0102,,,0.0,M-R relationship,0.045,0.039,-0.033,0.0,,,,,1099,19.0,-18.0,0.0,0,G3 V,5660.0
448,HD 114729 b,123,0.825 Jupiters,6.687,2002,HD 108236 c,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,6.203449,4.9e-05,-4.6e-05,0.0,0.062,0.0012,-0.0012,0.0,2.071,0.052,-0.052,0.0,0.185,0.005,-0.005,0.0,4.94,,,0,0.0155,,,0.0,M-R relationship,0.034,0.042,-0.025,0.0,81.4,,,,932,17.0,-16.0,0.0,0,G3 V,5660.0
449,HD 114762 b,131,10.69 Jupiters,7.301,1989,HD 108236 d,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,14.175685,8.3e-05,-0.0001,0.0,0.1074,0.0023,-0.0023,0.0,2.539,0.062,-0.065,0.0,0.227,0.006,-0.006,0.0,6.98,,,0,0.022,,,0.0,M-R relationship,0.055,0.038,-0.035,0.0,68.16,,,,708,13.0,-12.0,0.0,0,G3 V,5660.0
450,HD 114783 b,67,1.1 Jupiters,7.55,2001,HD 108236 e,HD 108236,1,5.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),0.0,19.590025,8.3e-05,-8.9e-05,0.0,0.1367,0.0022,-0.002,0.0,3.083,0.052,-0.052,0.0,0.275,0.005,-0.005,0.0,9.71,,,0,0.0306,,,0.0,M-R relationship,0.058,0.032,-0.036,0.0,58.72,,,,636,12.0,-11.0,0.0,0,G3 V,5660.0
451,HD 114783 c,67,0.611 Jupiters,7.55,2018,HD 108236 f,HD 108236,1,5.0,Transit,2021.0,CHaracterising ExOPlanets Satellite (CHEOPS),0.0,29.54115,0.00033,-0.00042,0.0,0.1758,0.0041,-0.0038,0.0,2.017,0.052,-0.057,0.0,0.18,0.005,-0.005,0.0,4.72,,,0,0.0149,,,0.0,M-R relationship,0.051,0.036,-0.034,0.0,,,,,,,,,0,G3 V,5660.0
452,HD 11506 b,167,4.83 Jupiters,7.51,2007,HD 108341 b,HD 108341,2,1.0,Radial Velocity,2014.0,La Silla Observatory,0.0,1129.0,6.0,-8.0,0.0,2.0,0.04,-0.04,0.0,13.1,,,0.0,1.17,,,0.0,1112.4,1080.6,-381.4,0,3.5,3.4,-1.2,0.0,Msini,0.85,0.09,-0.08,0.0,,,,,,,,,0,K2 V,5122.0
453,HD 11506 c,167,0.408 Jupiters,7.51,2008,HD 108863 b,HD 108863,1,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,437.7,2.8,-2.8,0.0,1.32,0.1,-0.1,0.0,13.3,,,0.0,1.18,,,0.0,767.24162,24.79074,-24.79074,0,2.414,0.078,-0.078,0.0,Msini,0.032,0.027,-0.027,0.0,,,,,,,,,0,K0,4878.0
454,HD 116029 b,403,1.4 Jupiters,8.04,2011,HD 108874 b,HD 108874,1,2.0,Radial Velocity,2002.0,W. M. Keck Observatory,0.0,394.48123,0.6,-0.6,0.0,1.04,0.02,-0.02,0.0,13.6,,,0.0,1.21,,,0.0,451.3186,28.6047,-28.6047,0,1.42,0.09,-0.09,0.0,Msini,0.13,0.02,-0.02,0.0,,,,,,,,,0,G5,5600.0
455,HD 116029 c,403,1.27 Jupiters,8.04,2018,HD 108874 c,HD 108874,1,2.0,Radial Velocity,2005.0,W. M. Keck Observatory,0.0,1624.0,23.0,-23.0,0.0,2.659,0.06,-0.06,0.0,13.8,,,0.0,1.23,,,0.0,314.64,19.07,-19.07,0,0.99,0.06,-0.06,0.0,Msini,0.239,0.031,-0.031,0.0,,,,,,,,,0,G5,5551.0
456,HD 117207 b,106,1.926 Jupiters,7.24,2004,HD 109246 b,HD 109246,1,1.0,Radial Velocity,2010.0,Haute-Provence Observatory,0.0,68.27,0.13,-0.13,0.0,0.33,0.01,-0.01,0.0,13.9,,,0.0,1.24,,,0.0,273.3338,79.4575,-79.4575,0,0.86,0.25,-0.25,0.0,Msini,0.12,0.04,-0.04,0.0,,,,,,,,,0,G0 V,5844.0
457,HD 11755 b,772,5.63 Jupiters,6.87,2015,HD 109271 b,HD 109271,1,2.0,Radial Velocity,2013.0,La Silla Observatory,0.0,7.8543,0.0009,-0.0009,0.0,0.079,0.001,-0.001,0.0,4.31,,,0.0,0.385,,,0.0,17.162,1.271,-1.271,0,0.054,0.004,-0.004,0.0,Msini,0.25,0.08,-0.08,0.0,,,,,,,,,0,G5 V,5783.0
458,HD 117618 b,123,0.174 Jupiters,7.169,2004,HD 109271 c,HD 109271,1,2.0,Radial Velocity,2013.0,La Silla Observatory,0.0,30.93,0.02,-0.02,0.0,0.196,0.003,-0.003,0.0,5.27,,,0.0,0.47,,,0.0,24.154,2.225,-2.225,0,0.076,0.007,-0.007,0.0,Msini,0.15,0.09,-0.09,0.0,,,,,,,,,0,G5 V,5783.0
459,HD 118203 b,302,2.79 Jupiters,8.05,2005,HD 109286 b,HD 109286,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,520.1,2.3,-2.3,0.0,1.259,0.021,-0.022,0.0,13.2,,,0.0,1.17,,,0.0,950.30694,47.67426,-47.67426,0,2.99,0.15,-0.15,0.0,Msini,0.338,0.034,-0.035,0.0,0.71,0.06,-0.06,0.0,259,6.0,-6.0,0.0,0,G4 V,5694.0
460,HD 11964 b,110,0.622 Jupiters,6.42,2005,HD 109749 b,HD 109749,2,1.0,Radial Velocity,2005.0,W. M. Keck Observatory,0.0,5.239891,9.9e-05,-9.9e-05,0.0,0.0615,0.004,-0.004,0.0,11.1,,,0.0,0.993,,,0.0,85.8141,14.30235,-14.30235,0,0.27,0.045,-0.045,0.0,Msini,0.0,,,0.0,,,,,,,,,0,G3 V,5824.0
461,HD 11964 c,110,25 Earths,6.42,2008,HD 110014 b,HD 110014,1,1.0,Radial Velocity,2009.0,La Silla Observatory,0.0,835.477,6.04,-6.04,0.0,2.14,0.03,-0.03,0.0,12.4,,,0.0,1.11,,,0.0,3524.59,317.82,-317.82,0,11.09,1.0,-1.0,0.0,Msini,0.462,0.069,-0.069,0.0,,,,,,,,,0,K2 III,4445.0
462,HD 11977 b,222,6.54 Jupiters,4.69,2005,HD 110082 b,HD 110082,2,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,10.18271,4e-05,-4e-05,0.0,0.113,0.009,-0.013,0.0,3.2,0.1,-0.1,0.0,0.285,0.009,-0.009,0.0,10.3,,,0,0.0325,,,0.0,M-R relationship,0.2,0.2,-0.1,0.0,196.7,,,,955,,,,0,F8 V,6200.0
463,HD 120084 b,337,4.5 Jupiters,5.899,2013,HD 110113 b,HD 110113,1,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,2.541,0.0005,-0.001,0.0,0.035,0.001,-0.001,0.0,2.05,0.12,-0.12,0.0,0.183,0.011,-0.011,0.0,4.55,0.62,-0.62,0,0.01432,0.00195,-0.00195,0.0,Mass,0.093,0.079,-0.064,0.0,735.49,29.39,-29.39,0.0,1371,14.0,-14.0,0.0,0,G,5732.0
464,HD 121504 b,136,1.51 Jupiters,7.517,2003,HD 110113 c,HD 110113,1,2.0,Radial Velocity,2021.0,La Silla Observatory,0.0,6.744,0.008,-0.009,0.0,0.068,0.001,-0.002,0.0,3.23,,,0.0,0.288,,,0.0,10.5,1.2,-1.2,0,0.03304,0.00378,-0.00378,0.0,Msini,0.045,0.079,-0.038,0.0,199.9,8.1,-8.1,0.0,990,10.0,-10.0,0.0,0,G,5732.0
465,HD 12484 b,167,2.98 Jupiters,8.17,2016,HD 111232 b,HD 111232,1,1.0,Radial Velocity,2003.0,La Silla Observatory,0.0,1143.0,14.0,-14.0,0.0,1.97,0.04,-0.04,0.0,12.7,,,0.0,1.13,,,0.0,2269.3062,60.3877,-60.3877,0,7.14,0.19,-0.19,0.0,Msini,0.2,0.01,-0.01,0.0,,,,,,,,,0,G5 V,5512.0
466,HD 125390 b,503,22.16 Jupiters,8.206,2019,HD 111591 b,HD 111591,1,1.0,Radial Velocity,2017.0,Multiple Observatories,0.0,1056.4,14.3,-14.3,0.0,2.5,0.1,-0.1,0.0,12.9,,,0.0,1.15,,,0.0,1398.452,127.132,-127.132,0,4.4,0.4,-0.4,0.0,Msini,0.26,0.1,-0.1,0.0,,,,,,,,,0,K0 III,4884.0
467,HD 125595 b,92,6.3566 Earths,9.03,2009,HD 111998 b,HD 111998,1,1.0,Radial Velocity,2016.0,La Silla Observatory,0.0,825.9,6.2,-6.2,0.0,1.82,0.07,-0.07,0.0,12.9,,,0.0,1.15,,,0.0,1433.4133,158.915,-158.915,0,4.51,0.5,-0.5,0.0,Msini,0.03,0.04,-0.04,0.0,,,,,,,,,0,F5 V,6557.0
468,HD 125612 b,188,3.1 Jupiters,8.31,2007,HD 112640 b,HD 112640,1,1.0,Radial Velocity,2020.0,Bohyunsan Optical Astronomical Observatory,0.0,613.2,5.8,-5.8,0.0,1.7,0.1,-0.1,0.0,12.9,,,0.0,1.15,,,0.0,1589.15,317.83,-317.83,0,5.0,1.0,-1.0,0.0,Msini,0.24,0.18,-0.18,0.0,,,,,,,,,0,K0 III,4155.0
469,HD 125612 c,188,17.48065 Earths,8.31,2009,HD 113337 b,HD 113337,1,1.0,Radial Velocity,2013.0,Haute-Provence Observatory,0.0,324.0,1.7,-3.3,0.0,0.92,0.09,-0.09,0.0,13.2,,,0.0,1.18,,,0.0,899.42,76.28,-76.28,0,2.83,0.24,-0.24,0.0,Msini,0.46,0.04,-0.04,0.0,,,,,,,,,0,F6 V,6576.6
470,HD 125612 d,188,7.28 Jupiters,8.31,2009,HD 113538 b,HD 113538,1,2.0,Radial Velocity,2010.0,La Silla Observatory,0.0,663.2,8.4,-7.4,0.0,1.24,0.04,-0.04,0.0,13.2,,,0.0,1.18,,,0.0,114.41,12.71,-12.71,0,0.36,0.04,-0.04,0.0,Msini,0.14,0.08,-0.08,0.0,,,,,,,,,0,K9 V,4462.0
471,HD 12648 b,597,1.96 Jupiters,6.98,2015,HD 113538 c,HD 113538,1,2.0,Radial Velocity,2010.0,La Silla Observatory,0.0,1818.0,25.0,-22.0,0.0,2.44,0.07,-0.07,0.0,13.8,,,0.0,1.24,,,0.0,295.57,19.07,-19.07,0,0.93,0.06,-0.06,0.0,Msini,0.2,0.04,-0.04,0.0,,,,,,,,,0,K9 V,4462.0
472,HD 126525 b,123,0.237 Jupiters,7.847,2018,HD 113996 b,HD 113996,2,1.0,Radial Velocity,2017.0,Bohyunsan Optical Astronomical Observatory,0.0,610.2,3.8,-3.8,0.0,1.6,0.1,-0.1,0.0,12.7,,,0.0,1.14,,,0.0,2002.329,317.83,-317.83,0,6.3,1.0,-1.0,0.0,Msini,0.28,0.12,-0.12,0.0,,,,,,,,,0,K5 III,4181.0
473,HD 126614 b,239,0.41 Jupiters,8.788,2009,HD 114386 b,HD 114386,1,1.0,Radial Velocity,2003.0,La Silla Observatory,0.0,937.70001,16.0,-16.0,0.0,1.73,0.03,-0.03,0.0,13.7,,,0.0,1.22,,,0.0,362.3262,41.3179,-41.3179,0,1.14,0.13,-0.13,0.0,Msini,0.23,0.03,-0.03,0.0,,,,,,,,,0,K3V,4836.0
474,HD 12661 b,124,2.43 Jupiters,7.425,2000,HD 114613 b,HD 114613,1,1.0,Radial Velocity,2014.0,Anglo-Australian Telescope,0.0,4000.0,120.0,-120.0,0.0,5.34,0.26,-0.26,0.0,13.1,,,0.0,1.17,,,0.0,113.46531,10.17056,-10.17056,0,0.357,0.032,-0.032,0.0,Msini,0.458,0.089,-0.089,0.0,,,,,,,,,0,G4 IV,5641.0
475,HD 12661 c,124,1.812 Jupiters,7.425,2002,HD 114729 b,HD 114729,2,1.0,Radial Velocity,2002.0,W. M. Keck Observatory,0.0,1121.79,3.53,-3.43,0.0,2.067,0.01,-0.01,0.0,13.9,,,0.0,1.24,,,0.0,262.20975,2.22481,-2.22481,0,0.825,0.007,-0.007,0.0,Msini,0.079,0.029,-0.032,0.0,,,,,,,,,0,G0 V,5844.0
476,HD 128311 b,54,1.769 Jupiters,7.51,2002,HD 114762 b,HD 114762,2,1.0,Radial Velocity,1989.0,Oak Ridge Observatory,0.0,83.9151,0.003,-0.003,0.0,0.36,0.01,-0.01,0.0,12.44,,,0.0,1.11,,,0.0,3397.6027,177.9848,-177.9848,0,10.69,0.56,-0.56,0.0,Msini,0.34,0.0,0.0,0.0,,,,,,,,,0,F8,5869.0
477,HD 128311 c,54,3.789 Jupiters,7.51,2005,HD 114783 b,HD 114783,1,2.0,Radial Velocity,2001.0,W. M. Keck Observatory,0.0,493.7,1.8,-1.8,0.0,1.16,0.019,-0.019,0.0,13.7,,,0.0,1.23,,,0.0,349.6,19.07,-19.07,0,1.1,0.06,-0.06,0.0,Msini,0.144,0.032,-0.032,0.0,,,,,,,,,0,K0,5135.0
478,HD 128356 b,85,0.89 Jupiters,8.29,2016,HD 114783 c,HD 114783,1,2.0,Radial Velocity,2018.0,W. M. Keck Observatory,0.0,4319.0,151.0,-130.0,0.0,4.97,0.12,-0.11,0.0,14.1,,,0.0,1.26,,,0.0,194.19413,17.79848,-16.84499,0,0.611,0.056,-0.053,0.0,Msini,0.0,0.091,-0.085,0.0,,,,,,,,,0,K1V,5126.74
479,HD 129445 b,220,1.6 Jupiters,8.8,2009,HD 11506 b,HD 11506,1,2.0,Radial Velocity,2007.0,W. M. Keck Observatory,0.0,1622.1,2.1,-2.1,0.0,2.9,0.14,-0.14,0.0,12.9,,,0.0,1.15,,,0.0,1535.1189,165.2716,-165.2716,0,4.83,0.52,-0.52,0.0,Msini,0.3743,0.0053,-0.0053,0.0,,,,,,,,,0,G0 V,6030.0
480,HD 130322 b,104,1.15 Jupiters,8.031,1999,HD 11506 c,HD 11506,1,2.0,Radial Velocity,2008.0,W. M. Keck Observatory,0.0,223.41,0.32,-0.32,0.0,0.774,0.038,-0.038,0.0,14.2,,,0.0,1.27,,,0.0,129.67464,18.11631,-18.11631,0,0.408,0.057,-0.057,0.0,Msini,0.193,0.038,-0.038,0.0,,,,,,,,,0,G0 V,6030.0
481,HD 131496 b,432,1.8 Jupiters,7.8,2011,HD 115954 b,HD 115954,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,3700.0,1500.0,-390.0,0.0,5.0,1.3,-0.36,0.0,12.6,,,0.0,1.12,,,0.0,2634.79749,238.37131,-184.34048,0,8.29,0.75,-0.58,0.0,Msini,0.487,0.095,-0.041,0.0,0.06,0.02,-0.02,0.0,145,8.0,-13.0,0.0,0,G0 V,5957.0
482,HD 131664 b,173,19.12 Jupiters,8.128,2008,HD 116029 b,HD 116029,2,2.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,670.0,11.0,-11.0,0.0,1.65,0.05,-0.05,0.0,13.6,,,0.0,1.21,,,0.0,444.962,92.1707,-92.1707,0,1.4,0.29,-0.29,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K0,4819.0
483,HD 13167 b,488,3.31 Jupiters,8.34,2018,HD 116029 c,HD 116029,2,2.0,Radial Velocity,2018.0,W. M. Keck Observatory,0.0,907.0,30.0,-29.0,0.0,,,,,13.7,,,0.0,1.22,,,0.0,403.6441,47.6745,-47.6745,0,1.27,0.15,-0.15,0.0,Msini,0.038,0.127,-0.075,0.0,,,,,,,,,0,K0,4951.0
484,HD 13189 b,1646,10.95 Jupiters,7.556,2005,HD 117207 b,HD 117207,1,1.0,Radial Velocity,2004.0,W. M. Keck Observatory,0.0,2621.75,8.37,-8.53,0.0,3.787,0.034,-0.035,0.0,13.4,,,0.0,1.2,,,0.0,612.14058,10.80622,-10.80622,0,1.926,0.034,-0.034,0.0,Msini,0.157,0.013,-0.013,0.0,,,,,,,,,0,G8 IV/V,5732.0
485,HD 132406 b,231,5.38 Jupiters,8.467,2007,HD 11755 b,HD 11755,1,1.0,Radial Velocity,2015.0,Bohyunsan Optical Astronomical Observatory,0.0,433.70001,3.2,-3.2,0.0,1.09,0.04,-0.04,0.0,12.8,,,0.0,1.14,,,0.0,1789.3829,292.4036,-292.4036,0,5.63,0.92,-0.92,0.0,Msini,0.19,0.1,-0.1,0.0,,,,,,,,,0,G5,4312.0
486,HD 132563 b,344,1.49 Jupiters,8.928,2011,HD 117618 b,HD 117618,1,1.0,Radial Velocity,2004.0,Anglo-Australian Telescope,0.0,25.8,0.004,-0.004,0.0,0.18,0.005,-0.005,0.0,8.59,,,0.0,0.766,,,0.0,55.30242,4.44962,-4.44962,0,0.174,0.014,-0.014,0.0,Msini,0.15,0.07,-0.07,0.0,,,,,,,,,0,G2 V,5990.0
487,HD 133131 A b,153,1.42 Jupiters,8.4,2016,HD 118203 b,HD 118203,1,1.0,Radial Velocity,2005.0,Haute-Provence Observatory,0.0,6.1335,0.0006,-0.0006,0.0,0.07,0.0,0.0,0.0,13.2,,,0.0,1.18,,,0.0,886.7457,79.4575,-79.4575,0,2.79,0.25,-0.25,0.0,Msini,0.31,0.01,-0.01,0.0,,,,,,,,,0,K0,5864.0
488,HD 133131 A c,153,0.42 Jupiters,8.4,2016,HD 11964 b,HD 11964,2,2.0,Radial Velocity,2005.0,W. M. Keck Observatory,0.0,1945.0,26.0,-26.0,0.0,3.16,0.19,-0.19,0.0,14.1,,,0.0,1.26,,,0.0,198.0,18.0,-18.0,0,0.622,0.056,-0.056,0.0,Msini,0.041,0.047,-0.047,0.0,,,,,,,,,0,G9 V CN+1,5303.0
489,HD 133131 B b,153,2.5 Jupiters,8.42,2016,HD 11964 c,HD 11964,2,2.0,Radial Velocity,2008.0,W. M. Keck Observatory,0.0,37.91,0.041,-0.041,0.0,0.229,0.013,-0.013,0.0,5.38,,,0.0,0.48,,,0.0,25.0,3.1,-3.1,0,0.0788,0.0097,-0.0097,0.0,Msini,0.3,0.17,-0.17,0.0,,,,,,,,,0,G9 V CN+1,5303.0
490,HD 134060 b,79,10.1 Earths,6.29,2019,HD 11977 b,HD 11977,1,1.0,Radial Velocity,2005.0,La Silla Observatory,0.0,711.0,8.0,-8.0,0.0,1.93,,,0.0,12.7,,,0.0,1.13,,,0.0,2080.0,,,0,6.54,,,0.0,Msini,0.4,0.07,-0.07,0.0,,,,,,,,,0,G8 III/IV,4970.0
491,HD 134060 c,79,29.29 Earths,6.29,2019,HD 120084 b,HD 120084,1,1.0,Radial Velocity,2013.0,Okayama Astrophysical Observatory,0.0,2082.0,24.0,-35.0,0.0,4.3,,,0.0,12.9,,,0.0,1.15,,,0.0,1430.2,,,0,4.5,,,0.0,Msini,0.66,0.14,-0.1,0.0,,,,,,,,,0,G7 III,4892.0
492,HD 134987 b,85,1.61 Jupiters,6.45,1999,HD 121504 b,HD 121504,1,1.0,Radial Velocity,2003.0,La Silla Observatory,0.0,63.33,0.03,-0.03,0.0,0.33,0.01,-0.01,0.0,13.6,,,0.0,1.21,,,0.0,479.9233,41.3179,-41.3179,0,1.51,0.13,-0.13,0.0,Msini,0.03,0.01,-0.01,0.0,,,,,,,,,0,G2 V,6027.0
493,HD 134987 c,85,0.82 Jupiters,6.45,2009,HD 124330 b,HD 124330,1,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,0.0,270.66,1.21,-1.21,0.0,0.86,0.04,-0.04,0.0,14.0,,,0.0,1.25,,,0.0,238.37131,19.0697,-19.0697,0,0.75,0.06,-0.06,0.0,Msini,0.34,0.05,-0.05,0.0,,,,,,,,,0,G4 IV,5873.0
494,HD 136352 b,48,4.81 Earths,5.65,2019,HD 12484 b,HD 12484,1,1.0,Radial Velocity,2016.0,Haute-Provence Observatory,0.0,58.83,0.08,-0.08,0.0,0.297,0.005,-0.005,0.0,13.2,,,0.0,1.17,,,0.0,947.1334,44.4962,-44.4962,0,2.98,0.14,-0.14,0.0,Msini,0.07,0.03,-0.03,0.0,,,,,,,,,0,F8,5920.0
495,HD 136352 c,48,10.8 Earths,5.65,2019,HD 125390 b,HD 125390,1,1.0,Radial Velocity,2019.0,W. M. Keck Observatory,0.0,1756.2,3.9,-3.9,0.0,3.16,0.36,-0.36,0.0,12.0,,,0.0,1.07,,,0.0,7043.1128,305.1168,-305.1168,0,22.16,0.96,-0.96,0.0,Msini,0.591,0.014,-0.014,0.0,,,,,,,,,0,G7 V,4850.0
496,HD 136352 d,48,8.58 Earths,5.65,2019,HD 125595 b,HD 125595,1,1.0,Radial Velocity,2009.0,La Silla Observatory,0.0,9.6737,0.0039,-0.0039,0.0,0.08,0.0,0.0,0.0,2.4,,,0.0,0.214,,,0.0,6.3566,3.1783,-3.1783,0,0.02,0.01,-0.01,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K4 V,4691.0
497,HD 136418 b,344,2.14 Jupiters,7.879,2009,HD 125612 b,HD 125612,2,3.0,Radial Velocity,2007.0,W. M. Keck Observatory,0.0,557.04,0.35,-0.35,0.0,1.372,0.083,-0.083,0.0,13.1,,,0.0,1.17,,,0.0,985.273,127.132,-127.132,0,3.1,0.4,-0.4,0.0,Msini,0.4553,0.0055,-0.0055,0.0,,,,,,,,,0,G3 V,5841.0
498,HD 13724 b,142,26.77 Jupiters,7.89,2019,HD 125612 c,HD 125612,2,3.0,Radial Velocity,2009.0,La Silla Observatory,0.0,4.15514,0.00026,-0.00026,0.0,0.0524,0.0031,-0.0031,0.0,4.36,,,0.0,0.389,,,0.0,17.48065,3.1783,-3.1783,0,0.055,0.01,-0.01,0.0,Msini,0.049,0.038,-0.038,0.0,,,,,,,,,0,G3 V,5841.0
499,HD 137388 b,132,0.2 Jupiters,8.696,2011,HD 125612 d,HD 125612,2,3.0,Radial Velocity,2009.0,La Silla Observatory,0.0,2835.0,7.9,-7.9,0.0,4.06,0.25,-0.25,0.0,12.6,,,0.0,1.13,,,0.0,2313.8024,295.5819,-295.5819,0,7.28,0.93,-0.93,0.0,Msini,0.1172,0.0056,-0.0056,0.0,,,,,,,,,0,G3 V,5841.0
500,HD 13908 b,260,0.865 Jupiters,7.508,2013,HD 12648 b,HD 12648,1,1.0,Radial Velocity,2015.0,Bohyunsan Optical Astronomical Observatory,0.0,133.60001,0.5,-0.5,0.0,0.54,0.02,-0.02,0.0,13.4,,,0.0,1.2,,,0.0,622.9468,69.9226,-69.9226,0,1.96,0.22,-0.22,0.0,Msini,0.04,0.08,-0.08,0.0,,,,,,,,,0,G5,4835.0
501,HD 13908 c,260,5.13 Jupiters,7.508,2013,HD 126525 b,HD 126525,1,1.0,Radial Velocity,2018.0,La Silla Observatory,0.0,960.41,6.19,-6.33,0.0,1.837,0.01,-0.01,0.0,10.3,,,0.0,0.919,,,0.0,75.32571,0.63566,-0.63566,0,0.237,0.002,-0.002,0.0,Msini,0.035,0.039,-0.024,0.0,,,,,,,,,0,G4 V,5638.0
502,HD 13931 b,155,2.2 Jupiters,7.597,2009,HD 12661 b,HD 12661,1,2.0,Radial Velocity,2000.0,Multiple Observatories,0.0,262.70862,0.083,-0.083,0.0,0.84,0.02,-0.02,0.0,13.3,,,0.0,1.18,,,0.0,772.3269,44.4962,-44.4962,0,2.43,0.14,-0.14,0.0,Msini,0.38,0.01,-0.01,0.0,,,,,,,,,0,K0,5645.0
503,HD 139357 b,367,9.76 Jupiters,5.964,2008,HD 12661 c,HD 12661,1,2.0,Radial Velocity,2002.0,Multiple Observatories,0.0,1708.0,14.0,-14.0,0.0,2.8145,0.0238,-0.0238,0.0,13.4,,,0.0,1.2,,,0.0,575.884,15.255,-15.255,0,1.812,0.048,-0.048,0.0,Msini,0.031,0.022,-0.022,0.0,,,,,,,,,0,K0,5748.0
504,HD 1397 b,260,0.415 Jupiters,7.781,2018,HD 126614 b,HD 126614,3,1.0,Radial Velocity,2009.0,W. M. Keck Observatory,0.0,1244.0,17.0,-17.0,0.0,2.37,0.04,-0.04,0.0,14.2,,,0.0,1.27,,,0.0,130.3103,19.0698,-19.0698,0,0.41,0.06,-0.06,0.0,Msini,0.41,0.1,-0.1,0.0,,,,,,,,,0,G8 IV,5568.0
505,HD 14067 b,465,7.8 Jupiters,6.53,2014,HD 128311 b,HD 128311,1,2.0,Radial Velocity,2002.0,W. M. Keck Observatory,0.0,453.019,0.404,-0.404,0.0,1.084,0.006,-0.006,0.0,13.5,,,0.0,1.2,,,0.0,562.24127,7.31009,-7.31009,0,1.769,0.023,-0.023,0.0,Msini,0.303,0.011,-0.011,0.0,,,,,,,,,0,K0,4965.0
506,HD 141399 b,118,0.451 Jupiters,7.2,2014,HD 128311 c,HD 128311,1,2.0,Radial Velocity,2005.0,W. M. Keck Observatory,0.0,921.538,1.15,-1.15,0.0,1.74,0.01,-0.01,0.0,13.0,,,0.0,1.16,,,0.0,1204.25787,293.67492,-137.30256,0,3.789,0.924,-0.432,0.0,Mass,0.159,0.006,-0.006,0.0,,,,,,,,,0,K0,4965.0
507,HD 141399 c,118,1.33 Jupiters,7.2,2014,HD 128356 b,HD 128356,1,1.0,Radial Velocity,2016.0,Multiple Observatories,0.0,298.2,1.6,-1.6,0.0,0.87,0.03,-0.03,0.0,13.9,,,0.0,1.24,,,0.0,282.8687,22.2481,-22.2481,0,0.89,0.07,-0.07,0.0,Msini,0.57,0.08,-0.08,0.0,,,,,,,,,0,K3 V,4875.0
508,HD 141399 d,118,1.18 Jupiters,7.2,2014,HD 129445 b,HD 129445,1,1.0,Radial Velocity,2009.0,Las Campanas Observatory,0.0,1840.0,55.0,-55.0,0.0,2.9,0.2,-0.2,0.0,13.5,,,0.0,1.21,,,0.0,508.507,190.69,-190.69,0,1.6,0.6,-0.6,0.0,Msini,0.7,0.1,-0.1,0.0,,,,,,,,,0,G6 V,5605.0
509,HD 141399 e,118,0.66 Jupiters,7.2,2014,HD 130322 b,HD 130322,1,1.0,Radial Velocity,1999.0,La Silla Observatory,0.0,10.70871,0.00018,-0.00018,0.0,0.0925,,,0.0,13.7,,,0.0,1.22,,,0.0,365.49,,,0,1.15,,,0.0,Msini,0.029,0.016,-0.016,0.0,,,,,720,,,0.0,0,K0 V,5387.0
